id,name,artist,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster,cluster_label
0zsafAlS9Vvlr8K8nbMcps,Ishq Mein Tere Koh-e-Gham,Abida Parveen,['ghazal'],0.599,0.414,10,-6.329,1,0.0287,0.429,7.3e-05,0.121,0.157,120.043,431203,3,1,Dance Party
0zuqGb9od6mUQwrX5us0TR,Tujh Lab Ki Sifat,Abida Parveen,['sufi'],0.408,0.399,1,-16.257,1,0.0533,0.95,0.333,0.0863,0.634,135.207,573760,3,1,Dance Party
100dEOf8y1QLvdKm7ehBtS,Aaraj Sun Lijo Mori,Nusrat Fateh Ali Khan,['qawwali'],0.429,0.418,8,-16.278,1,0.04,0.598,0.263,0.186,0.723,144.905,879394,4,1,Dance Party
101u3LsAKA6odC0qvYv049,Jai Lakshmi Mata,Anup Jalota,"['ghazal', 'bollywood']",0.626,0.742,6,-3.053,1,0.052,0.517,1.65e-05,0.13,0.854,96.929,398002,4,2,Instrumental Calm
105GHQPEhtb0dDxbb6bvwS,Uthaye Ja Unke Sitam,Lata Mangeshkar,['bollywood'],0.467,0.297,7,-10.094,1,0.0298,0.923,8.47e-05,0.382,0.522,119.308,173027,3,1,Dance Party
10AWv24G1rl9A4Ba3ACzgT,Ho Jaye Je Pyar Te Sona Bhul Janda,Nusrat Fateh Ali Khan,['qawwali'],0.46,0.341,2,-19.355,1,0.057,0.691,0.0221,0.171,0.58,138.643,412893,4,1,Dance Party
10DvF8F1vFEsde5xuICKuP,Koi Jaa Ke Bhala Kadon Aonda,Nusrat Fateh Ali Khan,['qawwali'],0.451,0.872,7,-4.985,0,0.0706,0.409,9.2e-06,0.585,0.857,105.322,988798,4,0,Energetic Happy
10OKGoSdpfn1iwow01wx41,Mera Koi Nahin Hai Tere Siwa - Live,Sabri Brothers,['qawwali'],0.516,0.535,11,-6.441,1,0.0801,0.839,5.03e-05,0.23,0.504,108.872,899791,4,1,Dance Party
10VJJWQtuJ5C6MRZC9HWWs,Sharaab,Diljit Dosanjh,['bollywood'],0.688,0.882,2,-6.523,1,0.071,0.154,0.000499,0.137,0.814,159.935,282000,4,2,Instrumental Calm
10f6UXF8iNU3LBfMrkyU8z,Sohnay Data Di Chaakar Aan,Sher Miandad Khan,['qawwali'],0.536,0.672,5,-7.391,0,0.0697,0.496,0.0,0.649,0.877,108.469,547223,4,0,Energetic Happy
10glXiPChiKx1xAdBAewW9,الانسان,Latifa,['pop'],0.508,0.407,7,-5.585,0,0.0355,0.889,0.0,0.0386,0.578,109.406,244009,4,1,Dance Party
10hG9kaq50kcLbfv8vVaCb,Tum Jo Chaho To (Begum Shah Warsi),Warsi Brothers,['qawwali'],0.472,0.608,4,-11.963,1,0.0951,0.746,0.000212,0.109,0.835,107.895,433333,4,1,Dance Party
10itJGCB4LBUJJT8nmROrd,Kamli Wale Nigah-e-Karam Ho Agar,Nusrat Fateh Ali Khan,['qawwali'],0.485,0.501,4,-12.233,1,0.185,0.887,0.131,0.824,0.762,129.463,3109490,4,3,Acoustic Chill
10kb5eApW2WUfPDroGyJ3R,Dil Diyaan Mann Kay Choorra Chhankay,Noor Jehan,['ghazal'],0.463,0.475,10,-11.859,0,0.0627,0.97,0.0391,0.448,0.895,149.985,251429,4,1,Dance Party
10qmLeBXppOlHAlWKkyDbt,Maahi Janda Hoya Le Gaya Haase,Rahat Fateh Ali Khan,['sufi'],0.537,0.929,0,-5.596,0,0.0604,0.0987,2.36e-06,0.75,0.926,108.183,859067,4,0,Energetic Happy
10weZJAxhY2E4n1a3czI16,Lar Gayi Lar Gayi Teri Akh,Shazia Manzoor,"['ghazal', 'sufi']",0.477,0.505,11,-10.08,0,0.0715,0.728,0.0343,0.505,0.779,156.591,284643,4,1,Dance Party
112nh2EwwJoGLxuJ82O06Z,"Kaisa Lagta Hai (From ""Baaghi"")",Amit Kumar,['bollywood'],0.617,0.636,9,-10.205,0,0.0415,0.7,0.00515,0.129,0.729,134.487,401160,4,1,Dance Party
118rXUutgyNMPkkXj38CWu,Kisi Ka Naam Lo,Nusrat Fateh Ali Khan,['qawwali'],0.462,0.601,1,-13.685,1,0.106,0.221,0.00282,0.431,0.654,108.999,901067,4,3,Acoustic Chill
11L064movtyopGdLiX4sVg,Peak,Drake,[],0.686,0.215,9,-13.54,0,0.0387,0.85,0.000123,0.106,0.273,91.998,206027,4,1,Dance Party
11THyB8dNnA86YCZ92yphq,Melekler,Tuna Özdemir,['sufi'],0.324,0.144,5,-9.857,1,0.0345,0.993,0.101,0.084,0.15,109.776,193307,4,1,Dance Party
11bCC6WO17e5OpNXGHst2n,Bhatka Bhatka Phirta Hoon,Ghulam Ali,['ghazal'],0.519,0.434,6,-18.067,1,0.0425,0.705,0.0183,0.167,0.729,81.305,429610,4,1,Dance Party
11bMB5yDA8HpvTkThbf2pR,"Jai Jai Maa, Pt. 1",Jagjit Singh,['sufi'],0.458,0.399,7,-15.958,0,0.0293,0.503,6.27e-05,0.0974,0.373,108.359,1085920,4,1,Dance Party
11cDEev79fPKi6uJCjUhu8,Who Do You Love (with 5 Seconds of Summer),The Chainsmokers,[],0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,4,2,Instrumental Calm
11ipwX6rA4f5KMTYB7QFXj,Main Aisa Kyon Hoon,Shankar-Ehsaan-Loy,['bollywood'],0.809,0.509,0,-4.856,1,0.0391,0.031,0.0,0.175,0.921,95.993,274267,4,2,Instrumental Calm
11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,[],0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4,2,Instrumental Calm
11qGBcalv1pe5wLOsWY28a,Pritam Mat Pardes,Abida Parveen,['ghazal'],0.562,0.387,2,-10.253,1,0.0303,0.732,1.05e-06,0.167,0.395,124.466,373000,4,1,Dance Party
11sFTgzPMTE81y3PTvAXR7,Ficktjyvens visa,Fred Åkerström,['pop'],0.473,0.419,1,-12.108,1,0.104,0.768,0.0,0.0717,0.893,169.244,177168,3,1,Dance Party
11v6Q3rcylqZoesjs8OUP9,Hairaan Hua,Sanam Marvi,['sufi'],0.606,0.503,5,-13.677,1,0.0674,0.454,1.2e-05,0.084,0.29,131.955,598497,4,1,Dance Party
121MInCSCCR1HbCourJGQT,Mast Nazron Se Allah Bachaiye,Nusrat Fateh Ali Khan,['sufi'],0.508,0.625,1,-6.948,1,0.0746,0.554,2.04e-06,0.657,0.579,116.861,992760,4,3,Acoustic Chill
122POiyQz5aHeJIP62rFZe,Chhap Tilak Sab Chheni,Sabri Brothers,['qawwali'],0.347,0.69,8,-9.295,1,0.096,0.906,0.049,0.677,0.59,76.331,502674,3,0,Energetic Happy
125quHVZfy0Y90umTfDmzd,Sanu Ek Pal Chain Na Aawe,Nusrat Fateh Ali Khan,['qawwali'],0.596,0.459,5,-10.002,1,0.0384,0.669,0.448,0.128,0.675,127.706,765924,4,4,Rap / Spoken
12HzW93NJRxyWThrZOqcgT,"Yeh Zindagi Usiki Hai, Pt. 2",Lata Mangeshkar,['bollywood'],0.247,0.406,0,-10.312,0,0.033,0.939,1.48e-05,0.282,0.607,162.327,267240,3,1,Dance Party
12MjumEN1yOP2mCuDVQxv6,Haq Ali Haq - Remix,Nusrat Fateh Ali Khan,['qawwali'],0.678,0.883,11,-6.344,1,0.0472,0.226,2.31e-05,0.127,0.613,92.577,425731,4,2,Instrumental Calm
12Ru89Jv7h3IP4vG1i3A96,Yeh Duniya Roop Ki Chor,Shamshad Begum,['bollywood'],0.42,0.63,2,-7.16,1,0.199,0.918,0.00114,0.153,0.591,56.199,310381,4,1,Dance Party
12TS0MfdNaQaVhj7y060a5,笨小孩 Life Live,Mayday,['pop'],0.561,0.858,2,-6.753,0,0.116,0.242,0.0,0.199,0.393,126.082,242133,4,2,Instrumental Calm
12VqHHz4wvVcnEdSivjLeQ,Alive,Khalid,[],0.386,0.406,11,-10.419,1,0.0425,0.832,0.0597,0.171,0.205,78.616,177413,4,1,Dance Party
12dLliNT6jXmCv8dO44wGz,Dono Ke Vichkar Lagta,Asha Bhosle,['bollywood'],0.563,0.888,3,-6.162,0,0.169,0.836,0.000262,0.165,0.814,109.386,368307,4,0,Energetic Happy
12fPRpNDBqXHuwBhcmAjJe,"Kitne Ahsan Kiye Tumne Humpe - From ""Prem Geet""",Asha Bhosle,['bollywood'],0.421,0.565,7,-10.213,1,0.0474,0.847,4.57e-05,0.0939,0.73,145.756,247267,4,1,Dance Party
12org1sUZmVTtLApkAikYk,Majnu,Mika Singh,['bollywood'],0.522,0.729,0,-4.241,0,0.0387,0.208,0.000174,0.2,0.318,109.638,218727,4,2,Instrumental Calm
130r7suroCRRgSTCZyoy6M,Aa Gayi Garbe Ki Raat,Anuradha Paudwal,['bollywood'],0.538,0.482,1,-11.95,1,0.054,0.138,1.94e-06,0.0646,0.917,126.001,427167,4,2,Instrumental Calm
137AKhM6Xylq5MvqZkGEWs,Ja Murr Ja Ishq-e-Ch Kee Rakhia,Nusrat Fateh Ali Khan,['qawwali'],0.492,0.424,8,-13.656,1,0.0626,0.642,0.0,0.734,0.559,122.063,891200,4,3,Acoustic Chill
1397xY0RVupbWpMaFhyLf8,Dhak Dhak Karne Laga,Anuradha Paudwal,['bollywood'],0.813,0.571,7,-9.816,1,0.133,0.752,3.93e-06,0.0692,0.918,131.318,320387,4,2,Instrumental Calm
13HHgAsJEesUkrFru851ly,Ham Ko Bhi Gham Ne Mara (Jhankar Beats),Lata Mangeshkar,['bollywood'],0.665,0.813,9,-9.415,0,0.0466,0.549,0.0127,0.0952,0.844,130.127,317845,3,2,Instrumental Calm
13IOJtv58bZm4XeS1s4Yib,Beh Ja Mahi,Nusrat Fateh Ali Khan,['sufi'],0.445,0.901,6,-6.239,1,0.102,0.746,0.0249,0.758,0.455,111.146,1238864,4,3,Acoustic Chill
13MKnjOTLVSOcUQGS83Uap,Dil Pe Zakham Khate Hain,Nusrat Fateh Ali Khan,['qawwali'],0.405,0.835,5,-4.721,0,0.0535,0.0798,0.00234,0.375,0.685,109.261,567829,4,0,Energetic Happy
13QNCSwR2X0likgUjSlqa6,Musafir Chalte Chalte - Live,Ghulam Ali,"['ghazal', 'sufi']",0.339,0.432,11,-10.61,0,0.0418,0.649,0.000626,0.441,0.275,156.937,719107,3,1,Dance Party
13SgnjwCkaypqpMeAqySW1,Dholna Ja Main Nahin Bolna,Naseebo Lal,['ghazal'],0.537,0.758,9,-7.117,1,0.0472,0.385,0.0044,0.151,0.938,172.103,316218,4,0,Energetic Happy
13Tbu34JJSmDarSbexfAyz,Be Wafa,Nusrat Fateh Ali Khan,['qawwali'],0.51,0.462,5,-14.139,0,0.212,0.798,0.0551,0.106,0.803,113.643,712973,4,1,Dance Party
13VBmDRfHqf6MlunSwM7qX,Khushboo Shabnam,Abida Parveen,['ghazal'],0.55,0.67,11,-12.347,0,0.0846,0.648,4.89e-05,0.36,0.68,153.574,289813,4,0,Energetic Happy
13ZyrkCDmRz5xY3seuAWYk,Hear Me Calling,Juice WRLD,[],0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4,2,Instrumental Calm
13aFqgyI0m0LWld82Ployf,Vinothamaanavalae,Hariharan,['ghazal'],0.796,0.558,2,-12.221,1,0.0454,0.0851,1.42e-06,0.258,0.637,108.934,320315,4,2,Instrumental Calm
13p3xfavLfvjoAC8pSTash,"Shree Durga Stuti Path, Sarv Kaamna Siddhi Prarthna, Shree Durga Kavach, Shree Mangla Jayanti Stotra, Argala Stotra Namaskar, Kilak Stotra, Shree Durga Saptashati - 1St Adhyay",Anuradha Paudwal,['ghazal'],0.597,0.33,6,-10.938,1,0.07,0.881,0.0,0.0804,0.581,116.492,3648627,4,3,Acoustic Chill
13wNEvWmBsWaWVtiLPRIW5,Hurt You,The Weeknd,[],0.484,0.716,5,-7.193,0,0.167,0.3,0.00214,0.112,0.365,184.131,230027,4,2,Instrumental Calm
14FkD5pcPgUvsAQPdrHTXm,Aake Sajda Nashin,Abida Parveen,['ghazal'],0.602,0.439,8,-10.884,1,0.0344,0.602,0.000409,0.127,0.5,147.963,569467,4,1,Dance Party
14FmT2vkYihAs64ixAbk6t,Self Control,Bebe Rexha,[],0.652,0.773,11,-4.815,0,0.0337,0.0593,0.0,0.0615,0.183,97.515,174507,4,2,Instrumental Calm
14JzyD6FlBD5z0wV5P07YI,when the party's over,Billie Eilish,[],0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,1,Dance Party
14NutpUNAYWbWFS7zUHCxk,This Feeling - Tom Staar Remix,The Chainsmokers,[],0.607,0.952,1,-4.711,1,0.0337,0.0122,5.5e-05,0.302,0.144,126.017,258693,4,2,Instrumental Calm
14OWRWKwRWvEgaNxyxsm4d,Just a Little More Love (feat. Chris Willis) - Jack Back 2018 Remix,David Guetta,[],0.62,0.86,7,-5.391,1,0.0445,0.00848,0.000141,0.0852,0.0972,127.967,204387,4,2,Instrumental Calm
14SiY53RuPrzd22mfhVZZp,Holding Back the Years,Simply Red,['pop'],0.71,0.514,9,-8.885,0,0.0278,0.58,0.000159,0.0953,0.517,86.02,269840,4,1,Dance Party
14d34stecY9SnteTN1Owr5,Saiyya More Aaye,Noor Jehan,['ghazal'],0.649,0.739,3,-11.398,0,0.114,0.62,0.00595,0.353,0.74,104.525,186000,4,2,Instrumental Calm
14kYOiFVPb7E7NfFbqhdln,goodnight n go,Ariana Grande,[],0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,189507,4,2,Instrumental Calm
14msK75pk3pA33pzPVNtBF,7 rings,Ariana Grande,[],0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,178640,4,1,Dance Party
14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,[],0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362,4,2,Instrumental Calm
154zlVDOk9LbkBZ9pGQ8JT,Yeh Pyar Tha Ya Kuchh Aur Tha,Sudha Malhotra,['bollywood'],0.278,0.676,2,-7.546,1,0.0784,0.602,1.19e-05,0.427,0.342,172.624,431200,4,0,Energetic Happy
1557T6A6ispJdjNhNlDigm,Jhalla Kiski Aarfaana Kalam,Abida Parveen,['sufi'],0.466,0.898,0,-6.929,0,0.0439,0.233,0.000261,0.054,0.936,97.671,242913,4,0,Energetic Happy
15E0NS2ZauSHYtdhZ3CyxE,Chaturang,Mehdi Hassan,['ghazal'],0.587,0.569,11,-9.86,1,0.0825,0.908,0.1,0.219,0.574,133.588,217320,4,1,Dance Party
15LOSQ3z91ZB2wMiMhiCjZ,Desire,Juice WRLD,[],0.597,0.767,1,-4.713,0,0.0481,0.106,0.0,0.107,0.205,148.009,189813,4,2,Instrumental Calm
15Mx5TOvpM4B620WQ0OznP,Yandı Gönlüm Mustafanın Aşkına,Mehmet Kemiksiz,['sufi'],0.417,0.484,7,-6.813,1,0.0318,0.546,0.0689,0.117,0.472,120.118,198448,4,1,Dance Party
15gS3AvoWjgwLGcZ0aKn34,"Shukriya (Rendition) (From ""Sadak 2"")",Jeet Gannguli,['bollywood'],0.313,0.329,11,-11.058,0,0.0372,0.408,2.26e-06,0.0972,0.13,139.809,294857,4,1,Dance Party
15qpOfyGtve2GrtplDo2jJ,"Suit Suit Remix(Remix By Dj Chetas,Dj Lijo)",Guru Randhawa,['bollywood'],0.676,0.886,2,-3.472,0,0.052,0.311,2.3e-05,0.312,0.29,99.938,203337,4,2,Instrumental Calm
15rAdZ0DgYYMKrGCBOSwkd,Mala Mariposa,Jean Dawson,['pop'],0.343,0.717,9,-6.108,1,0.0454,0.0918,0.0891,0.128,0.29,109.883,292333,4,0,Energetic Happy
15wr3LN9fh6jXEsz4KonRF,Lakshmi Aarti,Sonu Nigam,['bollywood'],0.635,0.561,2,-9.003,1,0.0321,0.769,0.0,0.0827,0.549,107.987,329241,4,1,Dance Party
15zw3rkQgGYgio5pA3i2GO,Ami Kolkatar Rossogolla,Bappi Lahiri,['bollywood'],0.501,0.851,0,-7.454,0,0.13,0.327,0.00562,0.189,0.779,187.66,370219,3,0,Energetic Happy
16GnM6rIaGGKnsYiNHkzJv,Roz Roz Ankhon Tale - The Unwind Mix,Akriti Kakar,['bollywood'],0.401,0.273,8,-13.672,0,0.0402,0.828,1.04e-06,0.108,0.3,184.749,260645,4,1,Dance Party
16Jz91zN2TSf4y847r65jc,Shree Kaaliji Ki Aarti (Mangal Ki Sewa),Anuradha Paudwal,['ghazal'],0.368,0.616,7,-7.857,0,0.0703,0.756,0.0,0.234,0.955,187.739,431800,4,0,Energetic Happy
16PbqoqPTtXKxHmdTCE0EH,Ab Jaago Maa,Anuradha Paudwal,['ghazal'],0.579,0.465,6,-7.923,0,0.0244,0.559,1.03e-06,0.075,0.455,87.133,448133,4,1,Dance Party
16UO4S9ALzdBCgY0IYz3wv,"Sab Badhiya Hai (From ""Sui Dhaaga - Made in India"")",Sukhwinder Singh,['bollywood'],0.7,0.865,0,-4.779,1,0.0972,0.0923,0.0,0.386,0.648,134.953,236855,4,2,Instrumental Calm
16YibhAhS4NB3nLTb7npxk,"Amna Ka Laal, Pt. 1",Fareed Ayaz Abu Muhammad Qawwal,['qawwali'],0.527,0.248,6,-16.146,1,0.0627,0.965,0.0694,0.389,0.571,126.188,895027,4,1,Dance Party
16hErlHBEzidYKJd2jS4Q5,Mehdi Hasan-Tumharey Khat Men Naya,Mehdi Hassan,['ghazal'],0.381,0.294,6,-18.946,1,0.128,0.924,0.193,0.857,0.458,146.164,696733,3,1,Dance Party
16mMIFFrIjiBTbpyCVi1Wz,Main Ghulam-E-Mustafa Hoon - Islamic,Aslam Sabri,['qawwali'],0.696,0.634,5,-11.831,0,0.209,0.429,0.0,0.0758,0.886,101.982,351033,4,2,Instrumental Calm
16mRlgj8OCH9ucRLu6Et0T,Jhanda Lale Fareed,Sher Miandad Khan,['qawwali'],0.592,0.86,3,-5.871,0,0.0458,0.162,0.0,0.183,0.887,113.751,581925,4,0,Energetic Happy
16o4K4EC6bw2ocZut4U1Mk,Yeh Kya Mujhko,Kumar Sanu,['bollywood'],0.51,0.534,5,-11.608,1,0.0424,0.796,4.4e-06,0.322,0.858,166.202,353901,3,1,Dance Party
17Cs25j5Ui6X6W4Hk1kAyC,Long Gone,Juice WRLD,[],0.794,0.459,7,-7.404,1,0.0941,0.208,7.17e-06,0.12,0.266,149.033,187007,4,2,Instrumental Calm
17O5wG6Am513zLNUYQIFLC,Noc bez ciebie,Irena Santor,['pop'],0.35,0.413,3,-11.195,1,0.0272,0.598,0.0,0.263,0.135,87.191,273640,4,1,Dance Party
17RMnDmv5CEo3s0tmipRyb,Change (feat. James Taylor),Charlie Puth,[],0.502,0.413,4,-7.373,1,0.039,0.872,0.0,0.213,0.474,175.507,217560,4,1,Dance Party
17VD3zNNt8mLjiUgIlvcK6,"Ishq Ne Tere (From ""Ahista Ahista"")",KK,['bollywood'],0.745,0.753,6,-6.894,1,0.0863,0.128,0.0,0.0513,0.749,81.999,331005,4,2,Instrumental Calm
17Yq72h0p15OhCbZ5lJ5gd,Bickenhead,Cardi B,[],0.884,0.814,7,-5.333,1,0.303,0.154,1.67e-06,0.158,0.907,155.938,181624,4,2,Instrumental Calm
17fuk23OiXYIBAMJWG2rtk,Fake Ishq,Kailash Kher,['bollywood'],0.678,0.884,2,-2.818,1,0.0497,0.337,0.0,0.218,0.885,139.962,270548,4,2,Instrumental Calm
17jviNB6XcZq7HeuqeIsry,Nigah-e-Darwaishaan,Abida Parveen,['ghazal'],0.486,0.498,6,-10.789,1,0.0354,0.338,6.18e-06,0.121,0.565,144.401,592556,4,1,Dance Party
17nM4iO2tb72ZOeESpIINC,Gallan Har Than Hon Farid Diyan,Nazir Ejaz Faridi Qawwal,['qawwali'],0.459,0.875,8,-3.443,0,0.0465,0.275,7.61e-05,0.106,0.732,146.845,519720,3,0,Energetic Happy
17npvozv9pFygfxnnZ6wiP,Punjabi Prayer,Shreya Ghoshal,['bollywood'],0.411,0.121,5,-9.361,1,0.0463,0.949,0.0,0.0999,0.538,167.118,141827,3,1,Dance Party
17unTwUx7KDUDUNE5TIhsv,Melting,Ethan C. Davis,['pop'],0.466,0.325,7,-7.948,1,0.0277,0.621,0.0,0.432,0.397,144.044,256667,4,1,Dance Party
17veekPPG9bLMUOfAPccDU,Mahiya We Bangla Powade Aethe,Runa Laila,['ghazal'],0.513,0.556,6,-10.104,1,0.302,0.931,0.000183,0.245,0.949,191.868,210054,4,1,Dance Party
17wT8wQQG0ab6onPpGu4vz,Dewe Yaar Dian Khabran,Atta Ullah Khan Esakhelvi,['sufi'],0.316,0.798,6,-7.027,1,0.0565,0.604,0.00897,0.413,0.57,73.525,854363,4,0,Energetic Happy
185E3qJwCWSrbo5I2yFjGj,Le Chal Mujhe - Male Vocals,Mohit Chauhan,['bollywood'],0.566,0.493,9,-10.416,0,0.0363,0.35,7.85e-06,0.068,0.115,119.915,252094,3,1,Dance Party
187MtrYAgpgOoNHKuYRwzm,Main Kamli Maiya Di Kamli,Gurdas Maan,['sufi'],0.61,0.813,8,-6.003,1,0.0445,0.629,4.65e-06,0.113,0.878,96.318,762880,4,0,Energetic Happy
18FQ7DIN02bi5N8f4ObmGo,Ami Premer Parikhate,Runa Laila,['bollywood'],0.572,0.574,8,-14.658,1,0.0493,0.595,0.000179,0.104,0.866,129.794,243827,4,1,Dance Party
18V3PMTKiDPMj3GH0dOW15,Orkant/Balance Pon It - Mixed,Major Lazer,[],0.861,0.886,3,-7.437,0,0.139,0.11,2.52e-05,0.476,0.805,125.991,110000,4,2,Instrumental Calm
18WYpqbNvkCXHTeyN2WG8l,La Ex,Maluma,[],0.799,0.842,5,-3.204,0,0.163,0.166,0.0,0.116,0.899,95.041,191747,4,2,Instrumental Calm
18YRKiIZO4qDEc5Ik0Cry6,FRIENDS - R3hab Remix,Marshmello,[],0.545,0.814,9,-4.398,0,0.0409,0.028,0.0,0.0969,0.696,104.93,157143,4,2,Instrumental Calm
18fPevb5WJF0XC97ILCAFQ,Phir Us Se Milay - Live,Ghulam Ali,['ghazal'],0.558,0.602,1,-12.314,0,0.0432,0.437,0.307,0.0589,0.803,106.971,407587,4,2,Instrumental Calm
18lwwaaZeQ1Ko6TxBPA0hE,เธอรู้ไหมฉันไม่ชอบเวลาเธอพูดถึงเขา – BAD CONVERSATION (remastered),Yokee Playboy,['pop'],0.748,0.775,9,-7.626,1,0.0512,0.0641,0.00113,0.757,0.905,118.033,217674,4,2,Instrumental Calm
19Fcrc0nJiwMKom00gS9SW,Good Form,Nicki Minaj,[],0.88,0.775,7,-5.133,1,0.0952,0.113,0.00264,0.0943,0.284,96.507,199400,4,2,Instrumental Calm
19L8E51SOAjb0DdA349YuW,Three Little Birds,Maroon 5,[],0.711,0.653,9,-7.501,1,0.0776,0.0362,0.00482,0.149,0.551,156.051,201168,4,2,Instrumental Calm
19M1KMvn7Vxca2qc6Ze5mS,Haye Haye Ay Lutiyan Vich Karbal De,Shafqat Amanat Ali,['sufi'],0.372,0.236,10,-5.577,0,0.0328,0.751,0.0,0.085,0.367,108.084,486830,3,1,Dance Party
19SEn5eUuuixwxFPNtrq7D,This Town - Gucci Mane Edit,Kygo,[],0.735,0.463,10,-7.764,0,0.0789,0.508,4.48e-06,0.0998,0.526,147.965,202267,4,2,Instrumental Calm
19YIdfHgMUQLisMedV7dQ5,Ya Apna Kise Nu Kar Le,Noor Jehan,['ghazal'],0.471,0.836,2,-2.273,1,0.0493,0.973,0.00977,0.297,0.699,101.328,233175,4,0,Energetic Happy
19ZuIKSN792cKJtePqzkXd,Jag Mein Sunder Hain Do Naam,Anup Jalota,['ghazal'],0.387,0.632,9,-10.858,1,0.0558,0.561,1.07e-05,0.308,0.489,145.767,377240,4,0,Energetic Happy
19bX4zmC2zDben2ldhoRB3,rockstar,Post Malone,[],0.594,0.507,5,-6.141,0,0.0816,0.145,0.000871,0.132,0.137,159.729,218147,4,2,Instrumental Calm
19fngOf83crqDGHh1fMxK0,"Ishq Ki Gali (Remix By Dj Lloyd,Discreet)",Rahat Fateh Ali Khan,['qawwali'],0.756,0.856,10,-7.692,0,0.0854,0.283,0.0,0.282,0.829,102.016,216726,4,2,Instrumental Calm
19lfEG0WdriFrZKowFRBqu,Saajna Shi-Fi Mix,Falak Shabbir,['sufi'],0.479,0.277,2,-12.863,0,0.0371,0.543,0.00017,0.49,0.158,176.017,241015,3,1,Dance Party
19m3E0nMZobyA93AxMXC32,I'm Still,Juice WRLD,[],0.62,0.663,11,-4.569,1,0.0343,0.0895,0.0,0.15,0.365,119.992,192859,4,2,Instrumental Calm
19qBvf1tmtFA6xpvlHrCTK,Sanson Ki Mala Peh Simroon,Nusrat Fateh Ali Khan,['qawwali'],0.408,0.747,7,-5.638,1,0.0465,0.37,2.04e-05,0.625,0.563,144.788,382303,3,0,Energetic Happy
19qaBOUwbymhlCt5aO6oBc,"Kya Dekhte Ho - From ""Qurbani""",Asha Bhosle,['bollywood'],0.344,0.455,4,-7.642,0,0.03,0.823,0.000417,0.143,0.527,148.249,277053,3,1,Dance Party
19tR7gUutqhrZgN2oecNae,You Can Cry - SUMR CAMP Remix,Marshmello,[],0.805,0.815,11,-6.246,0,0.0686,0.147,0.0432,0.368,0.215,124.033,174533,4,2,Instrumental Calm
1A2aIbA2gugqxAWdH2PTRs,Ainwen Rusya Na Kar,Naseebo Lal,['sufi'],0.692,0.855,5,-0.684,0,0.0291,0.255,2.32e-06,0.114,0.835,113.08,346707,4,2,Instrumental Calm
1A8w78JZZysqfKTCgZRAkg,Maine Puchha Chand Se - The Unwind Mix,Rahul Vaidya,['bollywood'],0.633,0.297,11,-12.33,0,0.0331,0.864,0.00182,0.112,0.294,136.5,213626,3,1,Dance Party
1A9KxVNbLsm2PKgKNvMcRB,Kali Kali Zulfon Ke Phande Na Dalo,Nusrat Fateh Ali Khan,['qawwali'],0.568,0.626,2,-12.281,1,0.0904,0.673,2.75e-06,0.58,0.932,149.771,757815,3,3,Acoustic Chill
1ACohYE6X7kbSwO39rhRMQ,Yeh Chadar Fatima Ki,Aziz Mian,"['ghazal', 'sufi']",0.546,0.57,4,-15.913,1,0.362,0.774,1.86e-05,0.673,0.882,73.761,1831787,4,3,Acoustic Chill
1AEBHsada30zIIiWnAvHb3,Back To You - Anki Remix,Selena Gomez,[],0.511,0.882,7,-2.62,1,0.0717,0.171,0.0,0.158,0.362,107.928,254852,4,2,Instrumental Calm
1AKT3bJ8YNO2QIE6sORpOi,Break Free (feat. Zedd),Ariana Grande,[],0.617,0.587,7,-8.479,0,0.0582,0.00666,0.000101,0.357,0.294,129.914,216653,4,2,Instrumental Calm
1AKWjSPt5mU3B4J4pWlDlq,Tasveer,Rahat Fateh Ali Khan,['qawwali'],0.37,0.847,1,-5.769,0,0.0827,0.354,0.00138,0.389,0.529,75.39,348773,4,0,Energetic Happy
1ANFGvkSkg4605N4qSbpPp,Sriraamuni Thalanchi Vaidhegi,Hemlata,['bollywood'],0.419,0.339,9,-16.34,1,0.0381,0.99,0.000335,0.221,0.589,76.302,160160,4,1,Dance Party
1AOK0lHwSBlfeKalYhorNa,Ishq Main Hum Tumen Kya Batayen,Atta Ullah Khan Esakhelvi,['qawwali'],0.482,0.588,1,-6.811,0,0.0438,0.417,0.000165,0.0872,0.328,98.959,586733,4,2,Instrumental Calm
1AROe6mwQ4cNJhuzrwZtrS,Je Aapan Dovein Rus (feat. DJ Chino),Naseebo Lal,['sufi'],0.539,0.916,7,-4.008,1,0.126,0.372,6.73e-06,0.0962,0.833,85.004,327707,4,0,Energetic Happy
